params_index, n_variables, n_total_environments, sparsity, sample_size, dag_density, reps, data_simulator, dag_simulator, Method, Soft, Number of environments, Rep, Number of possible DAGs, MEC size, MEC total edges, MEC unoriented edges, Precision, Recall
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 10, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 10, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 10, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 10, 6, 24, 6, 12, 1.0, 0.5
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 10, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 10, 1, 24, 6, 12, 1.0, 1.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 10, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 10, 1, 24, 6, 12, 1.0, 1.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 11, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 11, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 11, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 11, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 11, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 11, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 11, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 11, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 11, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 11, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 12, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 12, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 12, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 12, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 12, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 12, 6, 24, 6, 12, 1.0, 0.5
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 12, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 12, 6, 24, 6, 12, 1.0, 0.5
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 12, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 12, 1, 24, 6, 12, 1.0, 1.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 13, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 13, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 13, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 13, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 13, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 13, 6, 24, 6, 12, 1.0, 0.5
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 13, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 13, 1, 24, 6, 12, 1.0, 1.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 13, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 13, 1, 24, 6, 12, 1.0, 1.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 14, 3, 3, 5, 4, 1.0, 0.6
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 14, 3, 3, 5, 4, 1.0, 0.6
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 14, 3, 3, 5, 4, 1.0, 0.6
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 14, 3, 3, 5, 4, 1.0, 0.6
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 14, 3, 3, 5, 4, 1.0, 0.6
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 14, 2, 3, 5, 4, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 14, 3, 3, 5, 4, 1.0, 0.6
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 14, 2, 3, 5, 4, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 14, 3, 3, 5, 4, 1.0, 0.6
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 14, 2, 3, 5, 4, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 15, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 15, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 15, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 15, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 15, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 15, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 15, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 15, 2, 8, 4, 8, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 15, 8, 8, 4, 8, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 15, 2, 8, 4, 8, 1.0, 0.75
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 16, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 16, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 16, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 16, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 16, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 16, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 17, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 17, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 17, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 17, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 17, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 17, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 17, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 17, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 17, 10, 10, 5, 10, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 17, 2, 10, 5, 10, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 18, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 18, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 18, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 18, 24, 24, 6, 12, 0, 0.0
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 18, 2, 24, 6, 12, 1.0, 0.8333333333333334
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 1, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 1, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 2, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 2, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 3, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 3, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 4, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 4, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, PC (pool all), False, 5, 19, 2, 2, 5, 2, 1.0, 0.8
39, 4, 5, 3, None, 0.9, 20, None, er, Min changes (oracle), False, 5, 19, 2, 2, 5, 2, 1.0, 0.8
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 0, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 0, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 0, 1, 2, 1, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 0, 1, 2, 1, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 1, 4, 4, 3, 6, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 1, 4, 4, 3, 6, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 1, 3, 4, 3, 6, 1.0, 0.3333333333333333
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 1, 3, 4, 3, 6, 1.0, 0.3333333333333333
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 2, 4, 4, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 2, 4, 4, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 2, 1, 4, 2, 4, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 2, 1, 4, 2, 4, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 3, 4, 4, 3, 6, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 3, 4, 4, 3, 6, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 3, 2, 4, 3, 6, 1.0, 0.6666666666666666
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 3, 2, 4, 3, 6, 1.0, 0.6666666666666666
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 4, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 4, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 4, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 4, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 5, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 5, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 5, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 5, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 6, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 6, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 6, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 6, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 7, 2, 2, 5, 2, 1.0, 0.8
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 7, 2, 2, 5, 2, 1.0, 0.8
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 7, 1, 2, 5, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 7, 1, 2, 5, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 8, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 8, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 8, 2, 3, 2, 4, 1.0, 0.5
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 8, 2, 3, 2, 4, 1.0, 0.5
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 9, 6, 6, 3, 6, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 9, 6, 6, 3, 6, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 9, 3, 6, 3, 6, 1.0, 0.3333333333333333
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 9, 3, 6, 3, 6, 1.0, 0.3333333333333333
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 10, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 10, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 10, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 10, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 11, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 11, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 11, 2, 3, 2, 4, 1.0, 0.5
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 11, 2, 3, 2, 4, 1.0, 0.5
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 12, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 12, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 12, 1, 2, 1, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 12, 1, 2, 1, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 13, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 13, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 13, 1, 2, 1, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 13, 1, 2, 1, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 14, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 14, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 14, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 14, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 15, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 15, 3, 3, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 15, 2, 3, 2, 4, 1.0, 0.5
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 15, 2, 3, 2, 4, 1.0, 0.5
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 16, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 16, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 16, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 16, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 17, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 17, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 17, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 17, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 18, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 18, 2, 2, 1, 2, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 18, 1, 2, 1, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 18, 1, 2, 1, 2, 1.0, 1.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 1, 19, 4, 4, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 1, 19, 4, 4, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, PC (pool all), False, 2, 19, 4, 4, 2, 4, 0, 0.0
50, 6, 2, 1, None, 0.1, 20, None, er, Min changes (oracle), False, 2, 19, 4, 4, 2, 4, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 0, 3, 3, 2, 4, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 0, 3, 3, 2, 4, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 0, 3, 3, 2, 4, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 0, 3, 3, 2, 4, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 1, 4, 4, 5, 6, 1.0, 0.4
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 1, 4, 4, 5, 6, 1.0, 0.4
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 1, 3, 4, 5, 6, 1.0, 0.6
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 1, 3, 4, 5, 6, 1.0, 0.6
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 2, 2, 2, 3, 2, 1.0, 0.6666666666666666
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 2, 2, 2, 3, 2, 1.0, 0.6666666666666666
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 2, 1, 2, 3, 2, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 2, 1, 2, 3, 2, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 3, 2, 2, 5, 2, 1.0, 0.8
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 3, 2, 2, 5, 2, 1.0, 0.8
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 3, 1, 2, 5, 2, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 3, 1, 2, 5, 2, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 4, 10, 10, 9, 10, 1.0, 0.4444444444444444
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 4, 10, 10, 9, 10, 1.0, 0.4444444444444444
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 4, 1, 10, 9, 10, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 4, 1, 10, 9, 10, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 5, 4, 4, 3, 6, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 5, 4, 4, 3, 6, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 5, 1, 4, 3, 6, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 5, 1, 4, 3, 6, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 6, 2, 2, 3, 2, 1.0, 0.6666666666666666
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 6, 2, 2, 3, 2, 1.0, 0.6666666666666666
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 6, 1, 2, 3, 2, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 6, 1, 2, 3, 2, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 7, 10, 10, 7, 10, 1.0, 0.2857142857142857
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 7, 10, 10, 7, 10, 1.0, 0.2857142857142857
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 7, 1, 10, 7, 10, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 7, 1, 10, 7, 10, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 8, 3, 3, 7, 4, 1.0, 0.7142857142857143
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 8, 3, 3, 7, 4, 1.0, 0.7142857142857143
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 8, 1, 3, 7, 4, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 8, 1, 3, 7, 4, 1.0, 1.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 9, 3, 3, 4, 4, 1.0, 0.5
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 9, 3, 3, 4, 4, 1.0, 0.5
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 9, 3, 3, 4, 4, 1.0, 0.5
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 2, 9, 3, 3, 4, 4, 1.0, 0.5
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 1, 10, 8, 8, 4, 8, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, Min changes (oracle), False, 1, 10, 8, 8, 4, 8, 0, 0.0
51, 6, 2, 1, None, 0.3, 20, None, er, PC (pool all), False, 2, 10, 6, 8, 4, 8, 1.0, 0.25
