Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, XY, XY, YX, YX
params_index, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, pre_intervention, intervention_targets, n_samples, rep, X1, X2, X1, X2
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 3, 0.792, 0.0, 0.358, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 4, 0.168, 0.0, 0.03, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 5, 0.505, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 6, 0.653, 0.0, 0.529, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 7, 0.168, 0.0, 0.687, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 8, 0.663, 0.0, 0.411, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 9, 0.396, 0.0, 0.088, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 10, 0.475, 0.0, 0.133, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 11, 0.327, 0.0, 0.031, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 12, 0.327, 0.0, 0.38, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 13, 0.178, 0.0, 0.031, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 14, 0.208, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 15, 0.089, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 16, 0.535, 0.0, 0.19, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 17, 0.475, 0.0, 0.203, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 18, 0.317, 0.0, 0.353, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 19, 0.079, 0.0, 0.262, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 20, 0.416, 0.0, 0.062, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 21, 0.515, 0.0, 0.045, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 22, 0.396, 0.0, 0.233, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 23, 0.297, 0.0, 0.53, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 24, 0.594, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 25, 0.238, 0.0, 0.6, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 26, 0.564, 0.0, 0.192, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 27, 0.317, 0.0, 0.755, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 28, 0.208, 0.0, 0.168, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 29, 0.238, 0.0, 0.122, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 30, 0.693, 0.0, 0.635, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 31, 0.545, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 32, 0.792, 0.0, 0.1, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 33, 0.188, 0.0, 0.52, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 34, 0.515, 0.0, 0.43, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 35, 0.347, 0.0, 0.357, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 36, 0.386, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 37, 0.158, 0.0, 0.769, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 38, 0.317, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 200, 39, 0.228, 0.0, 0.073, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 0, 0.297, 0.0, 0.297, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 1, 0.475, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 2, 0.079, 0.0, 0.052, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 3, 0.723, 0.0, 0.74, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 4, 0.277, 0.0, 0.4, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 5, 0.693, 0.0, 0.571, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 6, 0.505, 0.0, 0.771, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 7, 0.267, 0.0, 0.41, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 8, 0.584, 0.0, 0.054, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 9, 0.713, 0.0, 0.143, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 10, 0.099, 0.0, 0.097, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 11, 0.772, 0.0, 0.112, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 12, 0.119, 0.0, 0.739, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 13, 0.733, 0.0, 0.213, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 14, 0.446, 0.0, 0.675, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 15, 0.317, 0.0, 0.553, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 16, 0.762, 0.0, 0.286, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 17, 0.554, 0.0, 0.282, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 18, 0.416, 0.0, 0.07, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 19, 0.248, 0.0, 0.33, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 20, 0.406, 0.0, 0.104, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 21, 0.149, 0.0, 0.196, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 22, 0.238, 0.0, 0.317, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 23, 0.208, 0.0, 0.728, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 24, 0.416, 0.0, 0.861, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 25, 0.406, 0.0, 0.69, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 26, 0.436, 0.0, 0.202, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 27, 0.535, 0.0, 0.711, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 28, 0.356, 0.0, 0.112, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 29, 0.515, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 30, 0.485, 0.0, 0.555, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 31, 0.416, 0.0, 0.987, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 32, 0.238, 0.0, 0.272, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 33, 0.644, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 34, 0.287, 0.0, 0.221, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 35, 0.366, 0.0, 0.187, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 36, 0.653, 0.0, 1.0, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 37, 0.564, 0.0, 0.54, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 38, 0.119, 0.0, 0.917, 0.01
1, sqrt, 100, soft, additive, 2, 0, False, [None,1], 300, 39, 0.366, 0.0, 0.747, 0.01
